TAG,,Cooker2_CoolHold_Enabled01,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_CoolHold_Enabled02,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_CoolHold_Enabled03,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_CoolHold_Enabled04,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_drain_disable,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Drop_EarlyPermissive,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_EarlyDrop_Enable,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Emergency_Vent,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Emergency_Vent_SP,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_HeatHold_Enabled,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_HeatHold_Enabled01,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_HeatHold_Enabled02,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_HeatHold_Enabled03,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_HeatHold_Enabled04,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_HeatOffset,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_HMI_Drain_Disable,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_lastCookTime,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_lastCook_time,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_lastCook_timeMIN,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_lastCook_timeMsec,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_lastCook_timeSec,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_lastCook_totalElapsed,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Last_Recipe,"","Recipe","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_OffsetActual,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Parameters,"","RecipeParameters","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_PreviousCook_TMR01,"","TIMER","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Recipe,"","Recipe","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Recipe_Trigger,"Trigger tag to be used by MES to load next recipe","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Steam_Step_Conf_Needed,"","BOOL[64]","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Steam_Step_OK,"","BOOL[64]","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Vent_Drain_coolStepPermissive,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_Vent_Drain_heatStepPermissive,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cookers,"","Program_AreaName","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,Cookers,"Used",,"Cookers.BIT_ONS[0]"
COMMENT,,Cookers,"Mash Water$NAlarm Reset$NTimer",,"Cookers.TMR_ALARM[0]"
COMMENT,,Cookers,"Mash Water$NAlarm$NReset",,"Cookers.BIT_LOGIC[1].0"
COMMENT,,Cookers,"Enable$NSteam Temperature$NControl of$NMash Water",,"Cookers.BIT_LOGIC[1].1"
COMMENT,,Cookers,"Enable$NMash Water$NFill",,"Cookers.BIT_LOGIC[2].0"
COMMENT,,Cookers,"Enable$NMash Water$NSteam",,"Cookers.BIT_LOGIC[2].1"
COMMENT,,Cookers,"Mash Water$NSteam Valve$NDecrement$NTimer",,"Cookers.TMR_LOGIC[2]"
COMMENT,,Cookers,"Mash Water$NAlarm Reset$NPushbutton",,"Cookers.BIT_HMI[1].0"
COMMENT,,Cookers,"Enable$NSteam$NTemperature Control$NMash Water",,"Cookers.BIT_HMI[1].1"
COMMENT,,Cookers,"Enable$NLevel Control on Mash Water Tank",,"Cookers.BIT_HMI[2].0"
COMMENT,,Cookers,"Enable$NMash Water$NSteam Control",,"Cookers.BIT_HMI[2].1"
COMMENT,,Cookers,"Mash Water$NTemperature$NSetpoint",,"Cookers.SP_HMI[1]"
TAG,,Cooker_AVG_cookTime_eSELout,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker_AVG_cookTime_flowSP_outGPM,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Coooker1_PreviousCook_timeONS01,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Coooker1_PreviousCook_timeONS02,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Coooker2_PreviousCook_timeONS01,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Coooker2_PreviousCook_timeONS02,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,cornWeightOR_HMI_Enable,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,cornWeightOR_HMI_SP,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CurrentTruckData,"","CurGrainLoadin","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,DateTime,"","DateTime","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,DateTimeString,"","STRING","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,DateTimeValid,"","T_Valid","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,DayOfWeek,"","T_DoW","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,DaysInYear,"","DINT[12]","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DEG_F,"","STRING","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
ALIAS,,DI_ECP100_A_1,"","","ENET_ECP100_A_0:1:I","(ExternalAccess := Read/Write)"
COMMENT,,DI_ECP100_A_1,"ONV-2011A-ZSO - CIP SUPPLY TO MT, MC, & DT VALVE OPEN",,"DI_ECP100_A_1.PT00"
COMMENT,,DI_ECP100_A_1,"ONV-2011A-ZSC - CIP SUPPLY TO MT, MC, & DT VALVE CLOSED",,"DI_ECP100_A_1.PT01"
COMMENT,,DI_ECP100_A_1,"ONV-2011B-ZSO -  HOT FLUSH WATER TO MT, MC, & DT VALVE OPEN",,"DI_ECP100_A_1.PT02"
COMMENT,,DI_ECP100_A_1,"ONV-2011B-ZSC - HOT FLUSH WATER TO MT, MC, & DT VALVE CLOSED",,"DI_ECP100_A_1.PT03"
COMMENT,,DI_ECP100_A_1,"ONV-2003A-ZSO - HEX404 OUTLET TO MASH WATER TANK VALVE OPEN",,"DI_ECP100_A_1.PT04"
COMMENT,,DI_ECP100_A_1,"ONV-2003A-ZSC - HEX404 OUTLET TO MASH WATER TANK VALVE CLOSED",,"DI_ECP100_A_1.PT05"
COMMENT,,DI_ECP100_A_1,"ONV-2002-ZSO - MASH WATER TO COOKERS VALVE OPEN",,"DI_ECP100_A_1.PT06"
COMMENT,,DI_ECP100_A_1,"ONV-2002-ZSC - MASH WATER TO COOKERS VALVE CLOSED",,"DI_ECP100_A_1.PT07"
COMMENT,,DI_ECP100_A_1,"ONV-2003B-ZSO - CITY WATER TO MASH WATER TANK VALVE OPEN",,"DI_ECP100_A_1.PT08"
COMMENT,,DI_ECP100_A_1,"ONV-2003B-ZSC - CITY WATER TO MASH WATER TANK VALVE CLOSED",,"DI_ECP100_A_1.PT09"
COMMENT,,DI_ECP100_A_1,"ONV-2020A-ZSO - STEAM SUPPLY TO MT AND MC LINES VALVE OPEN",,"DI_ECP100_A_1.PT10"
COMMENT,,DI_ECP100_A_1,"ONV-2020A-ZSC - STEAM SUPPLY TO MT AND MC LINES VALVE CLOSED",,"DI_ECP100_A_1.PT11"
COMMENT,,DI_ECP100_A_1,"ONV-2020B-ZSO - STEAM SUPPLY TO MT DISCHARGE VALVE OPEN",,"DI_ECP100_A_1.PT12"
COMMENT,,DI_ECP100_A_1,"ONV-2020B-ZSC - STEAM SUPPLY TO MT DISCHARGE VALVE CLOSED",,"DI_ECP100_A_1.PT13"
COMMENT,,DI_ECP100_A_1,"ONV-2012-ZSO - CIP TO COOKER #1 VALVE OPEN",,"DI_ECP100_A_1.PT14"
COMMENT,,DI_ECP100_A_1,"ONV-2012-ZSC - CIP TO COOKER #1 VALVE CLOSED",,"DI_ECP100_A_1.PT15"
COMMENT,,DI_ECP100_A_1,"ONV-2010A-ZSO - MASH WATER TO COOKER #1 VALVE OPEN",,"DI_ECP100_A_1.PT16"
COMMENT,,DI_ECP100_A_1,"ONV-2010A-ZSC - MASH WATER TO COOKER #1 VALVE CLOSED",,"DI_ECP100_A_1.PT17"
COMMENT,,DI_ECP100_A_1,"ONV-2013A-ZSO - BACKSET TO COOKER #1 VALVE OPEN",,"DI_ECP100_A_1.PT18"
COMMENT,,DI_ECP100_A_1,"ONV-2013A-ZSC - BACKSET TO COOKER #1 VALVE CLOSED",,"DI_ECP100_A_1.PT19"
COMMENT,,DI_ECP100_A_1,"ONV-2019-ZSO - COOKER #1 GRAIN KNIFE GATE VALVE OPEN",,"DI_ECP100_A_1.PT20"
COMMENT,,DI_ECP100_A_1,"ONV-2019-ZSC - COOKER #1 GRAIN KNIFE GATE VALVE CLOSED",,"DI_ECP100_A_1.PT21"
COMMENT,,DI_ECP100_A_1,"ONV-2015D-ZSO - TOWER SUPPLY DRAIN AT COOKER #1 VALVE OPEN",,"DI_ECP100_A_1.PT22"
COMMENT,,DI_ECP100_A_1,"ONV-2015D-ZSC - TOWER SUPPLY DRAIN AT COOKER #1 VALVE CLOSED",,"DI_ECP100_A_1.PT23"
COMMENT,,DI_ECP100_A_1,"ONV-2016A-ZSO - TOWER RETURN FROM COOKER #1 VALVE OPEN",,"DI_ECP100_A_1.PT24"
COMMENT,,DI_ECP100_A_1,"ONV-2016A-ZSC - TOWER RETURN FROM COOKER #1 VALVE CLOSED",,"DI_ECP100_A_1.PT25"
COMMENT,,DI_ECP100_A_1,"ONV-2016B-ZSO - TOWER VENT AT COOKER #1 VALVE OPEN",,"DI_ECP100_A_1.PT26"
COMMENT,,DI_ECP100_A_1,"ONV-2016B-ZSC - TOWER VENT AT COOKER #1 VALVE CLOSED",,"DI_ECP100_A_1.PT27"
COMMENT,,DI_ECP100_A_1,"ONV-2018A-ZSO - COOKER #1 DISCHARGE TO DROP TUB PUMP VALVE OPEN",,"DI_ECP100_A_1.PT28"
COMMENT,,DI_ECP100_A_1,"ONV-2018A-ZSC - COOKER #1 DISCHARGE TO DROP TUB PUMP VALVE CLOSED",,"DI_ECP100_A_1.PT29"
COMMENT,,DI_ECP100_A_1,"ONV-2018B-ZSO - CIP TO MASH DISCHARGE TO DROP TUB VALVE OPEN",,"DI_ECP100_A_1.PT30"
COMMENT,,DI_ECP100_A_1,"ONV-2018B-ZSC - CIP TO MASH DISCHARGE TO DROP TUB VALVE CLOSED",,"DI_ECP100_A_1.PT31"
ALIAS,,DI_ECP100_A_2,"","","ENET_ECP100_A_0:2:I","(ExternalAccess := Read/Write)"
COMMENT,,DI_ECP100_A_2,"ONV-2027A-ZSO - CIP TO COOKER #2 VALVE OPEN",,"DI_ECP100_A_2.PT00"
COMMENT,,DI_ECP100_A_2,"ONV-2027A-ZSC - CIP TO COOKER #2 VALVE CLOSED",,"DI_ECP100_A_2.PT01"
COMMENT,,DI_ECP100_A_2,"ONV-2010B-ZSO - MASH WATER TO COOKER #2 VALVE OPEN",,"DI_ECP100_A_2.PT02"
COMMENT,,DI_ECP100_A_2,"ONV-2010B-ZSC - MASH WATER TO COOKER #2 VALVE CLOSED",,"DI_ECP100_A_2.PT03"
COMMENT,,DI_ECP100_A_2,"ONV-2013B-ZSO - BACKSET TO COOKER #2 VALVE OPEN",,"DI_ECP100_A_2.PT04"
COMMENT,,DI_ECP100_A_2,"ONV-2013B-ZSC - BACKSET TO COOKER #2 VALVE CLOSED",,"DI_ECP100_A_2.PT05"
COMMENT,,DI_ECP100_A_2,"ONV-2022-ZSO - COOKER #2 GRAIN KNIFE GATE VALVE OPEN",,"DI_ECP100_A_2.PT06"
COMMENT,,DI_ECP100_A_2,"ONV-2022-ZSC - COOKER #2 GRAIN KNIFE GATE VALVE CLOSED",,"DI_ECP100_A_2.PT07"
COMMENT,,DI_ECP100_A_2,"ONV-2025D-ZSO - TOWER SUPPLY DRAIN AT COOKER #2 VALVE OPEN",,"DI_ECP100_A_2.PT08"
COMMENT,,DI_ECP100_A_2,"ONV-2025D-ZSC - TOWER SUPPLY DRAIN AT COOKER #2 VALVE CLOSED",,"DI_ECP100_A_2.PT09"
COMMENT,,DI_ECP100_A_2,"ONV-2026A-ZSO - TOWER RETURN FROM COOKER #2 VALVE OPEN",,"DI_ECP100_A_2.PT10"
COMMENT,,DI_ECP100_A_2,"ONV-2026A-ZSC - TOWER RETURN FROM COOKER #2 VALVE CLOSED",,"DI_ECP100_A_2.PT11"
COMMENT,,DI_ECP100_A_2,"ONV-2026B-ZSO - TOWER VENT AT COOKER #2 VALVE OPEN",,"DI_ECP100_A_2.PT12"
COMMENT,,DI_ECP100_A_2,"ONV-2026B-ZSC - TOWER VENT AT COOKER #2 VALVE CLOSED",,"DI_ECP100_A_2.PT13"
COMMENT,,DI_ECP100_A_2,"ONV-2026-ZSO - COOKER #2 DISCHARGE TO DROP TUB PUMP VALVE OPEN",,"DI_ECP100_A_2.PT14"
COMMENT,,DI_ECP100_A_2,"ONV-2026-ZSC - COOKER #2 DISCHARGE TO DROP TUB PUMP VALVE CLOSED",,"DI_ECP100_A_2.PT15"
COMMENT,,DI_ECP100_A_2,"ONV-2027B-ZSO - CIP TO DROP TUB VALVE OPEN",,"DI_ECP100_A_2.PT16"
COMMENT,,DI_ECP100_A_2,"ONV-2027B-ZSC - CIP TO DROP TUB VALVE CLOSED",,"DI_ECP100_A_2.PT17"
COMMENT,,DI_ECP100_A_2,"ONV-2046-ZSO - DROP TUB DISCHARGE TO MASH PUMP VALVE OPEN",,"DI_ECP100_A_2.PT18"
COMMENT,,DI_ECP100_A_2,"ONV-2046-ZSC - DROP TUB DISCHARGE TO MASH PUMP VALVE CLOSED",,"DI_ECP100_A_2.PT19"
COMMENT,,DI_ECP100_A_2,"ONV-2047-ZSO - CIP TO DROP TUB DISCHARGE LINE VALVE OPEN",,"DI_ECP100_A_2.PT20"
COMMENT,,DI_ECP100_A_2,"ONV-2047-ZSC - CIP TO DROP TUB DISCHARGE LINE VALVE CLOSED",,"DI_ECP100_A_2.PT21"
COMMENT,,DI_ECP100_A_2,"ONV-2051-ZSO - DROP TUB PUMP SUCTION DRAIN VALVE OPEN",,"DI_ECP100_A_2.PT22"
COMMENT,,DI_ECP100_A_2,"ONV-2051-ZSC - DROP TUB PUMP SUCTION DRAIN VALVE CLOSED",,"DI_ECP100_A_2.PT23"
COMMENT,,DI_ECP100_A_2,"ONV-2037A-ZSO - STEAM TO MASH PUMP SUCTION VALVE OPEN",,"DI_ECP100_A_2.PT24"
COMMENT,,DI_ECP100_A_2,"ONV-2037A-ZSC - STEAM TO MASH PUMP SUCTION VALVE CLOSED",,"DI_ECP100_A_2.PT25"
COMMENT,,DI_ECP100_A_2,"ONV-2037B-ZSO - STEAM TO MASH PUMP DISCHARGE VALVE OPEN",,"DI_ECP100_A_2.PT26"
COMMENT,,DI_ECP100_A_2,"ONV-2037B-ZSC - STEAM TO MASH PUMP DISCHARGE VALVE CLOSED",,"DI_ECP100_A_2.PT27"
COMMENT,,DI_ECP100_A_2,"ONV-2030B-ZSO - MASH PUMP DISCHARGE ISO VALVE OPEN",,"DI_ECP100_A_2.PT28"
COMMENT,,DI_ECP100_A_2,"ONV-2030B-ZSC - MASH PUMP DISCHARGE ISO VALVE CLOSED",,"DI_ECP100_A_2.PT29"
COMMENT,,DI_ECP100_A_2,"ONV-2030A-ZSO - MASH PUMP SUCTION DRAIN ONV VALVE OPEN",,"DI_ECP100_A_2.PT30"
COMMENT,,DI_ECP100_A_2,"ONV-2030A-ZSC - MASH PUMP SUCTION DRAIN ONV VALVE CLOSED",,"DI_ECP100_A_2.PT31"
ALIAS,,DI_ECP100_A_3,"","","ENET_ECP100_A_0:3:I","(ExternalAccess := Read/Write)"
COMMENT,,DI_ECP100_A_3,"ONV-2040A-ZSO - COOLER CHILL SECTION RETURN DRAIN VALVE OPEN",,"DI_ECP100_A_3.PT00"
COMMENT,,DI_ECP100_A_3,"ONV-2040A-ZSC - COOLER CHILL SECTION RETURN DRAIN VALVE CLOSED",,"DI_ECP100_A_3.PT01"
COMMENT,,DI_ECP100_A_3,"ONV-2041A-ZSO - COOLER TOWER WATER SUPPLY VALVE OPEN",,"DI_ECP100_A_3.PT02"
COMMENT,,DI_ECP100_A_3,"ONV-2041A-ZSC - COOLER TOWER WATER SUPPLY VALVE CLOSED",,"DI_ECP100_A_3.PT03"
COMMENT,,DI_ECP100_A_3,"ONV-2041B-ZSO - COOLER TOWER WATER SUPPLY AIR VENT VALVE OPEN",,"DI_ECP100_A_3.PT04"
COMMENT,,DI_ECP100_A_3,"ONV-2041B-ZSC - COOLER TOWER WATER SUPPLY AIR VENT VALVE CLOSED",,"DI_ECP100_A_3.PT05"
COMMENT,,DI_ECP100_A_3,"ONV-2041C-ZSO - COOLER TOWER SECTION RETURN DRAIN VALVE OPEN",,"DI_ECP100_A_3.PT06"
COMMENT,,DI_ECP100_A_3,"ONV-2041C-ZSC - COOLER TOWER SECTION RETURN DRAIN VALVE CLOSED",,"DI_ECP100_A_3.PT07"
COMMENT,,DI_ECP100_A_3,"ONV-2040B-ZSO - COOLER CHILL WATER SUPPLY VALVE OPEN",,"DI_ECP100_A_3.PT08"
COMMENT,,DI_ECP100_A_3,"ONV-2040B-ZSC - COOLER CHILL WATER SUPPLY VALVE CLOSED",,"DI_ECP100_A_3.PT09"
COMMENT,,DI_ECP100_A_3,"ONV-2040C-ZSO - COOLER CHILL WATER SUPPLY AIR VENT VALVE OPEN",,"DI_ECP100_A_3.PT10"
COMMENT,,DI_ECP100_A_3,"ONV-2040C-ZSC - COOLER CHILL WATER SUPPLY AIR VENT VALVE CLOSED",,"DI_ECP100_A_3.PT11"
COMMENT,,DI_ECP100_A_3,"ONV-2042A-ZSO - COOLER DISCHARGE LINE DRAIN VALVE OPEN",,"DI_ECP100_A_3.PT12"
COMMENT,,DI_ECP100_A_3,"ONV-2042A-ZSC - COOLER DISCHARGE LINE DRAIN VALVE CLOSED",,"DI_ECP100_A_3.PT13"
COMMENT,,DI_ECP100_A_3,"ONV-2042B-ZSO - COOLER DISCHARGE TO FERMENTERS VALVE OPEN",,"DI_ECP100_A_3.PT14"
COMMENT,,DI_ECP100_A_3,"ONV-2042B-ZSC - COOLER DISCHARGE TO FERMENTERS VALVE CLOSED",,"DI_ECP100_A_3.PT15"
COMMENT,,DI_ECP100_A_3,"ONV-2042C-ZSO - COOLER DISCHARGE TO NEUTRALIZATION VALVE OPEN",,"DI_ECP100_A_3.PT16"
COMMENT,,DI_ECP100_A_3,"ONV-2042C-ZSC - COOLER DISCHARGE TO NEUTRALIZATION VALVE CLOSED",,"DI_ECP100_A_3.PT17"
COMMENT,,DI_ECP100_A_3,"ONV-2043A-ZSO - HOT WATER FLUSH TO FERMENTERS VALVE OPEN",,"DI_ECP100_A_3.PT18"
COMMENT,,DI_ECP100_A_3,"ONV-2043A-ZSC - HOT WATER FLUSH TO FERMENTERS VALVE CLOSED",,"DI_ECP100_A_3.PT19"
COMMENT,,DI_ECP100_A_3,"ONV-2043B-ZSO - STEAM TO FERMENTERS VALVE OPEN",,"DI_ECP100_A_3.PT20"
COMMENT,,DI_ECP100_A_3,"ONV-2043B-ZSC - STEAM TO FERMENTERS VALVE CLOSED",,"DI_ECP100_A_3.PT21"
COMMENT,,DI_ECP100_A_3,"LS-2043 - DROP TUB HIGH LEVEL SWITCH",,"DI_ECP100_A_3.PT22"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT23"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT24"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT25"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT26"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT27"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT28"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT29"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT30"
COMMENT,,DI_ECP100_A_3,"SPARE",,"DI_ECP100_A_3.PT31"
ALIAS,,DI_ECP100_A_4,"","","ENET_ECP100_A_0:4:I","(ExternalAccess := Read/Write)"
COMMENT,,DI_ECP100_A_4,"LS-1551A - COOKER #1 GATE OPEN",,"DI_ECP100_A_4.PT00"
COMMENT,,DI_ECP100_A_4,"LS-1551B - COOKER #1 GATE CLOSED",,"DI_ECP100_A_4.PT01"
COMMENT,,DI_ECP100_A_4,"LS-1552A - COOKER #2 GATE OPEN",,"DI_ECP100_A_4.PT02"
COMMENT,,DI_ECP100_A_4,"LS-1552B - COOKER #2 GATE CLOSED",,"DI_ECP100_A_4.PT03"
COMMENT,,DI_ECP100_A_4,"LS-1553A - COOKER #3 GATE OPEN (Phase 2)",,"DI_ECP100_A_4.PT04"
COMMENT,,DI_ECP100_A_4,"LS-1533B - COOKER #3 GATE CLOSED (Phase 2)",,"DI_ECP100_A_4.PT05"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT06"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT07"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT08"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT09"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT10"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT11"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT12"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT13"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT14"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT15"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT16"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT17"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT18"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT19"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT20"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT21"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT22"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT23"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT24"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT25"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT26"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT27"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT28"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT29"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT30"
COMMENT,,DI_ECP100_A_4,"SPARE",,"DI_ECP100_A_4.PT31"
ALIAS,,DI_ECP100_A_5,"","","ENET_ECP100_A_0:5:I","(ExternalAccess := Read/Write)"
ALIAS,,DI_ECP101_A_1,"","","ENET_ECP101_A_0:1:I","(ExternalAccess := Read/Write)"
COMMENT,,DI_ECP101_A_1,"ZS-105 -  MILL #1 MILLED GRAIN CONVEYOR MOTION SWITCH",,"DI_ECP101_A_1.PT00"
COMMENT,,DI_ECP101_A_1,"LS-105 -  MILL #1 MILLED GRAIN CONVEYOR PLUG SWITCH",,"DI_ECP101_A_1.PT01"
COMMENT,,DI_ECP101_A_1,"LS-1051A -  MILL #1 MILLED GRAIN CONVEYOR RYE GATE OPEN",,"DI_ECP101_A_1.PT02"
COMMENT,,DI_ECP101_A_1,"LS-1051B -  MILL #1 MILLED GRAIN CONVEYOR RYE GATE CLOSED",,"DI_ECP101_A_1.PT03"
COMMENT,,DI_ECP101_A_1,"LS-1052A -  MILL #1 MILLED GRAIN CONVEYOR CORN GATE OPEN",,"DI_ECP101_A_1.PT04"
COMMENT,,DI_ECP101_A_1,"LS-1052B -  MILL #1 MILLED GRAIN CONVEYOR CORN GATE CLOSED",,"DI_ECP101_A_1.PT05"
COMMENT,,DI_ECP101_A_1,"LS-1053A -  MILL #1 MILLED GRAIN CONVEYOR MALT GATE OPEN",,"DI_ECP101_A_1.PT06"
COMMENT,,DI_ECP101_A_1,"LS-1053B -  MILL #1 MILLED GRAIN CONVEYOR MALT GATE CLOSED",,"DI_ECP101_A_1.PT07"
COMMENT,,DI_ECP101_A_1,"ZS-215 -  MILL #2 MILLED GRAIN CONVEYOR MOTION SWITCH (Phase 2)",,"DI_ECP101_A_1.PT08"
COMMENT,,DI_ECP101_A_1,"LS-215 -  MILL #2 MILLED GRAIN CONVEYOR PLUG SWITCH (Phase 2)",,"DI_ECP101_A_1.PT09"
COMMENT,,DI_ECP101_A_1,"LS-2151A -  MILL #2 MILLED GRAIN CONVEYOR RYE GATE OPEN (Phase 2)",,"DI_ECP101_A_1.PT10"
